ダウンロードした時刻：2025/09/30 21:23:06

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
1995/5/8,16.9,8,1,0.0,0,8,1,72,8,1,8.9,8,1,8.3,8,1,2.8,8,1
1995/5/9,19.7,8,1,0,1,8,1,72,8,1,19.4,8,1,4.3,8,1,2.4,8,1
1995/5/10,20.7,8,1,0,1,8,1,73,8,1,20.5,8,1,2.8,8,1,2.8,8,1
1995/5/11,18.8,8,1,2.5,0,8,1,73,8,1,5.0,8,1,10.0,8,1,3.8,8,1
1995/5/12,18.4,8,1,61.0,0,8,1,70,8,1,10.2,8,1,10.0,8,1,4.3,8,1
1995/5/13,17.4,8,1,24.0,0,8,1,80,8,1,12.0,8,1,9.0,8,1,4.1,8,1
1995/5/14,19.0,8,1,0.0,0,8,1,68,8,1,10.6,8,1,9.3,8,1,1.9,8,1
1995/5/15,17.9,8,1,63.5,0,8,1,90,8,1,2.0,8,1,10.0,8,1,2.1,8,1
1995/5/16,18.3,8,1,14.0,0,8,1,85,8,1,7.4,8,1,10.0,8,1,2.9,8,1
1995/5/17,17.0,8,1,0.0,0,8,1,70,8,1,9.3,8,1,7.8,8,1,3.4,8,1
1995/5/18,19.7,8,1,0,1,8,1,49,8,1,27.7,8,1,0.5,8,1,3.4,8,1
1995/5/19,20.2,8,1,0,1,8,1,57,8,1,25.7,8,1,0.5,8,1,2.6,8,1
1995/5/20,20.5,8,1,0,1,8,1,62,8,1,24.9,8,1,8.8,8,1,4.1,8,1
1995/5/21,20.0,8,1,0.0,0,8,1,65,8,1,11.0,8,1,10.0,8,1,4.1,8,1
1995/5/22,20.3,8,1,0.5,0,8,1,68,8,1,8.7,8,1,8.5,8,1,4.8,8,1
1995/5/23,19.5,8,1,0,1,8,1,41,8,1,25.8,8,1,4.8,8,1,4.9,8,1
1995/5/24,20.5,8,1,0,1,8,1,44,8,1,27.1,8,1,3.3,8,1,4.0,8,1
1995/5/25,22.3,8,1,0.0,0,8,1,54,8,1,21.0,8,1,8.0,8,1,5.8,8,1
1995/5/26,21.4,8,1,0.0,0,8,1,70,8,1,19.1,8,1,9.3,8,1,3.8,8,1
1995/5/27,21.3,8,1,0.0,0,8,1,46,8,1,25.4,8,1,5.3,8,1,3.6,8,1
1995/5/28,20.4,8,1,0.0,0,8,1,61,8,1,20.0,8,1,7.5,8,1,2.9,8,1
1995/5/29,17.5,8,1,12.5,0,8,1,83,8,1,2.9,8,1,10.0,8,1,2.4,8,1
1995/5/30,20.9,8,1,0.0,0,8,1,72,8,1,18.8,8,1,9.3,8,1,2.3,8,1
1995/5/31,21.6,8,1,0,1,8,1,68,8,1,15.6,8,1,8.0,8,1,3.0,8,1
1995/6/1,20.4,8,1,1.5,0,8,1,57,8,1,17.6,8,1,7.8,8,1,3.1,8,1
1995/6/2,20.3,8,1,0,1,8,1,65,8,1,15.5,8,1,7.5,8,1,3.0,8,1
1995/6/3,21.1,8,1,5.5,0,8,1,72,8,1,11.7,8,1,10.0,8,1,3.4,8,1
1995/6/4,19.9,8,1,33.0,0,8,1,85,8,1,5.3,8,1,10.0,8,1,2.7,8,1
1995/6/5,21.5,8,1,0.0,0,8,1,74,8,1,11.6,8,1,10.0,8,1,2.6,8,1
1995/6/6,19.0,8,1,10.0,0,8,1,73,8,1,9.8,8,1,10.0,8,1,3.8,8,1
1995/6/7,18.2,8,1,0.0,0,8,1,69,8,1,16.4,8,1,6.8,8,1,3.4,8,1
1995/6/8,18.5,8,1,5.5,0,8,1,70,8,1,11.8,8,1,9.8,8,1,2.7,8,1
1995/6/9,18.2,8,1,25.5,0,8,1,87,8,1,4.2,8,1,10.0,8,1,4.2,8,1
1995/6/10,19.2,8,1,5.0,0,8,1,72,8,1,16.0,8,1,9.8,8,1,3.6,8,1
1995/6/11,18.7,8,1,0.0,0,8,1,68,8,1,17.7,8,1,9.8,8,1,3.9,8,1
1995/6/12,17.9,8,1,0,1,8,1,67,8,1,7.6,8,1,10.0,8,1,,1,1
1995/6/13,17.5,8,1,32.0,0,8,1,85,8,1,3.4,8,1,10.0,8,1,3.6,8,1
1995/6/14,18.2,8,1,25.0,0,8,1,92,8,1,3.7,8,1,10.0,8,1,4.4,8,1
1995/6/15,21.4,8,1,0.0,0,8,1,81,8,1,15.2,8,1,9.8,8,1,2.4,8,1
1995/6/16,19.9,8,1,4.5,0,8,1,79,8,1,6.1,8,1,10.0,8,1,2.9,8,1
1995/6/17,22.7,8,1,0.0,0,8,1,66,8,1,21.8,8,1,4.8,8,1,2.3,8,1
1995/6/18,22.9,8,1,0.0,0,8,1,71,8,1,20.2,8,1,8.5,8,1,2.9,8,1
1995/6/19,21.5,8,1,1.0,0,8,1,82,8,1,5.1,8,1,10.0,8,1,2.7,8,1
1995/6/20,22.4,8,1,3.0,0,8,1,77,8,1,12.4,8,1,10.0,8,1,2.6,8,1
1995/6/21,21.2,8,1,1.0,0,8,1,74,8,1,9.6,8,1,10.0,8,1,3.5,8,1
1995/6/22,17.3,8,1,10.5,0,8,1,86,8,1,2.0,8,1,10.0,8,1,4.3,8,1
1995/6/23,16.5,8,1,11.5,0,8,1,87,8,1,3.8,8,1,10.0,8,1,3.4,8,1
1995/6/24,20.9,8,1,0.0,0,8,1,80,8,1,13.2,8,1,8.5,8,1,2.2,8,1
1995/6/25,22.3,8,1,5.0,0,8,1,82,8,1,11.8,8,1,10.0,8,1,2.2,8,1
1995/6/26,20.9,8,1,5.0,0,8,1,89,8,1,2.9,8,1,10.0,8,1,2.5,8,1
1995/6/27,23.2,8,1,1.0,0,8,1,79,8,1,6.7,8,1,10.0,8,1,1.9,8,1
1995/6/28,23.2,8,1,0.0,0,8,1,75,8,1,8.4,8,1,10.0,8,1,2.4,8,1
1995/6/29,22.7,8,1,0.0,0,8,1,80,8,1,4.9,8,1,10.0,8,1,2.5,8,1
1995/6/30,24.2,8,1,0.0,0,8,1,75,8,1,16.9,8,1,8.3,8,1,2.8,8,1
1995/7/1,23.7,8,1,24.5,0,8,1,83,8,1,6.2,8,1,10.0,8,1,3.4,8,1
1995/7/2,25.3,8,1,0.0,0,8,1,79,8,1,10.3,8,1,10.0,8,1,3.3,8,1
1995/7/3,25.6,8,1,6.0,0,8,1,76,8,1,4.0,8,1,9.8,8,1,5.6,8,1
1995/7/4,23.4,8,1,37.5,0,8,1,86,8,1,3.2,8,1,10.0,8,1,1.7,8,1
1995/7/5,21.8,8,1,43.0,0,8,1,91,8,1,1.9,8,1,10.0,8,1,2.3,8,1
1995/7/6,21.5,8,1,27.0,0,8,1,86,8,1,3.4,8,1,10.0,8,1,2.4,8,1
1995/7/7,24.1,8,1,0.0,0,8,1,78,8,1,9.0,8,1,10.0,8,1,1.6,8,1
1995/7/8,22.9,8,1,13.5,0,8,1,89,8,1,2.8,8,1,10.0,8,1,2.2,8,1
1995/7/9,23.7,8,1,0.0,0,8,1,82,8,1,9.1,8,1,10.0,8,1,1.6,8,1
1995/7/10,26.9,8,1,0,1,8,1,73,8,1,22.6,8,1,6.5,8,1,2.5,8,1
1995/7/11,28.1,8,1,0.0,0,8,1,71,8,1,20.4,8,1,7.3,8,1,2.4,8,1
1995/7/12,26.0,8,1,2.5,0,8,1,78,8,1,8.0,8,1,10.0,8,1,2.0,8,1
1995/7/13,27.7,8,1,0.0,0,8,1,69,8,1,18.3,8,1,9.3,8,1,2.9,8,1
1995/7/14,27.0,8,1,1.5,0,8,1,73,8,1,11.5,8,1,6.5,8,1,2.3,8,1
1995/7/15,26.6,8,1,0.0,0,8,1,60,8,1,19.7,8,1,10.0,8,1,3.3,8,1
1995/7/16,25.5,8,1,0.0,0,8,1,79,8,1,8.2,8,1,10.0,8,1,1.7,8,1
1995/7/17,26.1,8,1,3.5,0,8,1,82,8,1,8.6,8,1,9.3,8,1,2.7,8,1
1995/7/18,22.4,8,1,0.0,0,8,1,74,8,1,4.4,8,1,10.0,8,1,3.0,8,1
1995/7/19,24.6,8,1,0.0,0,8,1,67,8,1,19.6,8,1,9.0,8,1,2.8,8,1
1995/7/20,25.5,8,1,5.5,0,8,1,80,8,1,7.8,8,1,9.8,8,1,2.8,8,1
1995/7/21,25.9,8,1,2.5,0,8,1,83,8,1,5.1,8,1,10.0,8,1,2.1,8,1
1995/7/22,26.2,8,1,4.0,0,8,1,78,8,1,10.0,8,1,10.0,8,1,2.2,8,1
1995/7/23,28.9,8,1,0,1,8,1,69,8,1,18.5,8,1,8.5,8,1,2.2,8,1
1995/7/24,29.5,8,1,0,1,8,1,70,8,1,21.2,8,1,1.5,8,1,2.1,8,1
1995/7/25,30.8,8,1,0,1,8,1,64,8,1,18.2,8,1,3.8,8,1,2.1,8,1
1995/7/26,30.6,8,1,0.0,0,8,1,62,8,1,19.3,8,1,4.5,8,1,2.6,8,1
1995/7/27,30.0,8,1,0,1,8,1,62,8,1,18.9,8,1,3.3,8,1,2.4,8,1
1995/7/28,30.4,8,1,0,1,8,1,63,8,1,19.2,8,1,2.0,8,1,2.7,8,1
1995/7/29,29.3,8,1,0,1,8,1,71,8,1,22.0,8,1,1.0,8,1,3.5,8,1
1995/7/30,29.7,8,1,0,1,8,1,70,8,1,23.6,8,1,3.8,8,1,3.2,8,1
1995/7/31,29.9,8,1,0,1,8,1,71,8,1,16.8,8,1,6.5,8,1,2.5,8,1
1995/8/1,30.6,8,1,0,1,8,1,64,8,1,19.2,8,1,5.8,8,1,2.4,8,1
1995/8/2,29.4,8,1,8.0,0,8,1,67,8,1,12.9,8,1,8.5,8,1,2.2,8,1
1995/8/3,30.1,8,1,0,1,8,1,67,8,1,18.4,8,1,8.3,8,1,2.1,8,1
1995/8/4,30.7,8,1,0.0,0,8,1,66,8,1,18.9,8,1,9.3,8,1,2.7,8,1
1995/8/5,29.3,8,1,0.0,0,8,1,71,8,1,20.3,8,1,8.3,8,1,2.8,8,1
1995/8/6,28.7,8,1,0.0,0,8,1,75,8,1,19.2,8,1,8.5,8,1,2.4,8,1
1995/8/7,28.9,8,1,0,1,8,1,72,8,1,18.3,8,1,8.3,8,1,2.5,8,1
1995/8/8,31.0,8,1,0,1,8,1,67,8,1,17.8,8,1,3.3,8,1,2.2,8,1
1995/8/9,30.7,8,1,0,1,8,1,69,8,1,12.1,8,1,4.3,8,1,2.0,8,1
1995/8/10,29.3,8,1,1.5,0,8,1,69,8,1,16.1,8,1,9.3,8,1,2.5,8,1
1995/8/11,29.1,8,1,0,1,8,1,66,8,1,17.6,8,1,6.0,8,1,2.2,8,1
1995/8/12,27.3,8,1,13.0,0,8,1,72,8,1,17.6,8,1,8.8,8,1,2.7,8,1
1995/8/13,28.0,8,1,0,1,8,1,71,8,1,22.4,8,1,6.0,8,1,3.1,8,1
1995/8/14,29.0,8,1,0,1,8,1,68,8,1,23.6,8,1,2.5,8,1,3.3,8,1
1995/8/15,29.0,8,1,0,1,8,1,71,8,1,22.7,8,1,3.0,8,1,2.8,8,1
1995/8/16,29.1,8,1,1.5,0,8,1,71,8,1,19.9,8,1,4.3,8,1,2.4,8,1
1995/8/17,28.6,8,1,0.0,0,8,1,67,8,1,18.6,8,1,6.5,8,1,2.4,8,1
1995/8/18,28.9,8,1,0,1,8,1,73,8,1,18.2,8,1,7.0,8,1,3.1,8,1
1995/8/19,31.0,8,1,0,1,8,1,68,8,1,19.1,8,1,3.3,8,1,2.3,8,1
1995/8/20,30.7,8,1,0,1,8,1,70,8,1,21.4,8,1,1.3,8,1,2.8,8,1
1995/8/21,30.1,8,1,0,1,8,1,67,8,1,21.9,8,1,2.8,8,1,3.3,8,1
1995/8/22,27.9,8,1,6.0,0,8,1,76,8,1,11.8,8,1,10.0,8,1,2.4,8,1
1995/8/23,28.0,8,1,0.0,0,8,1,77,8,1,7.3,8,1,9.5,8,1,1.9,8,1
1995/8/24,30.1,8,1,0,1,8,1,69,8,1,20.6,8,1,5.8,8,1,2.7,8,1
1995/8/25,30.7,8,1,0,1,8,1,68,8,1,20.8,8,1,4.5,8,1,2.5,8,1
1995/8/26,31.0,8,1,0,1,8,1,66,8,1,17.4,8,1,2.5,8,1,2.3,8,1
1995/8/27,31.1,8,1,0,1,8,1,61,8,1,22.1,8,1,3.5,8,1,3.8,8,1
1995/8/28,31.4,8,1,0,1,8,1,49,8,1,22.3,8,1,3.5,8,1,4.8,8,1
1995/8/29,26.9,8,1,0,1,8,1,63,8,1,13.5,8,1,6.3,8,1,3.3,8,1
1995/8/30,27.5,8,1,0.0,0,8,1,70,8,1,15.8,8,1,7.3,8,1,2.7,8,1
1995/8/31,27.4,8,1,1.0,0,8,1,72,8,1,4.7,8,1,9.8,8,1,3.8,8,1
1995/9/1,28.6,8,1,0,1,8,1,53,8,1,21.1,8,1,4.8,8,1,4.2,8,1
1995/9/2,26.8,8,1,0,1,8,1,63,8,1,16.2,8,1,6.0,8,1,4.2,8,1
1995/9/3,28.4,8,1,0.0,0,8,1,63,8,1,17.2,8,1,9.5,8,1,4.5,8,1
1995/9/4,27.1,8,1,0.0,0,8,1,58,8,1,15.3,8,1,8.5,8,1,3.1,8,1
1995/9/5,25.7,8,1,0.0,0,8,1,56,8,1,13.9,8,1,7.3,8,1,2.7,8,1
1995/9/6,26.0,8,1,0.0,0,8,1,63,8,1,12.1,8,1,10.0,8,1,2.7,8,1
1995/9/7,28.0,8,1,0.0,0,8,1,48,8,1,15.8,8,1,7.8,8,1,2.2,8,1
