ダウンロードした時刻：2025/08/14 04:20:15

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2017/5/9,19.1,8,1,0.0,0,8,1,57,8,1,14.18,8,1,9.5,8,1,2.9,8,1
2017/5/10,16.3,8,1,4.0,0,8,1,95,8,1,4.29,8,1,10.0,8,1,1.7,8,1
2017/5/11,21.0,8,1,0.0,0,8,1,70,8,1,23.55,8,1,7.0,8,1,2.0,5,1
2017/5/12,21.6,8,1,0.0,0,8,1,75,8,1,22.71,8,1,7.5,8,1,3.2,8,1
2017/5/13,17.8,8,1,27.0,0,8,1,95,8,1,2.75,8,1,10.0,8,1,3.1,8,1
2017/5/14,17.8,8,1,0.0,0,8,1,79,8,1,8.87,8,1,9.8,8,1,2.8,8,1
2017/5/15,17.7,8,1,0.0,0,8,1,84,8,1,9.35,8,1,9.8,8,1,2.5,8,1
2017/5/16,18.9,8,1,0.0,0,8,1,71,8,1,18.23,8,1,10.0,8,1,3.0,8,1
2017/5/17,17.2,8,1,0,1,8,1,69,8,1,12.27,8,1,10.0,8,1,2.7,8,1
2017/5/18,17.6,8,1,1.5,0,8,1,82,8,1,14.17,8,1,7.8,8,1,2.1,8,1
2017/5/19,20.0,8,1,0,1,8,1,74,8,1,26.91,8,1,4.0,8,1,2.9,8,1
2017/5/20,22.1,8,1,0,1,8,1,68,8,1,27.45,8,1,0.0,8,1,2.6,8,1
2017/5/21,23.8,8,1,0,1,8,1,64,8,1,27.32,8,1,3.3,8,1,2.7,8,1
2017/5/22,23.2,8,1,0,1,8,1,66,8,1,26.54,8,1,6.0,8,1,3.6,8,1
2017/5/23,22.5,8,1,0,1,8,1,65,8,1,28.17,8,1,2.8,8,1,5.0,8,1
2017/5/24,22.2,8,1,0.0,0,8,1,72,8,1,14.79,8,1,10.0,8,1,4.0,8,1
2017/5/25,20.9,8,1,1.0,0,8,1,85,8,1,9.71,8,1,10.0,8,1,2.5,8,1
2017/5/26,18.8,8,1,14.5,0,8,1,92,8,1,3.89,8,1,10.0,8,1,2.4,8,1
2017/5/27,20.9,8,1,0.0,0,8,1,76,8,1,19.79,8,1,9.5,8,1,3.3,8,1
2017/5/28,20.9,8,1,0,1,8,1,67,8,1,21.33,8,1,8.5,8,1,2.7,8,1
2017/5/29,21.5,8,1,0,1,8,1,71,8,1,28.20,8,1,5.5,8,1,3.5,8,1
2017/5/30,23.3,8,1,0,1,8,1,70,8,1,27.11,8,1,5.3,8,1,3.0,8,1
2017/5/31,23.6,8,1,0,1,8,1,76,8,1,18.72,8,1,10.0,8,1,3.7,8,1
2017/6/1,21.5,8,1,15.5,0,8,1,91,8,1,10.53,8,1,9.8,8,1,2.4,8,1
2017/6/2,23.0,8,1,0,1,8,1,55,8,1,23.39,8,1,4.0,8,1,3.6,8,1
2017/6/3,21.4,8,1,0,1,8,1,44,8,1,27.82,8,1,2.8,8,1,3.6,8,1
2017/6/4,21.0,8,1,0,1,8,1,41,8,1,24.21,8,1,6.5,8,1,3.6,8,1
2017/6/5,19.6,8,1,3.5,0,8,1,60,8,1,26.66,8,1,8.0,8,1,3.1,8,1
2017/6/6,19.6,8,1,0.0,0,8,1,68,8,1,17.25,8,1,9.0,8,1,3.0,8,1
2017/6/7,20.3,8,1,0.0,0,8,1,74,8,1,8.26,8,1,10.0,8,1,4.4,8,1
2017/6/8,22.0,8,1,0.0,0,8,1,76,8,1,15.49,8,1,10.0,8,1,4.1,8,1
2017/6/9,23.1,8,1,0,1,8,1,69,8,1,23.15,8,1,9.8,8,1,3.2,8,1
2017/6/10,24.6,8,1,0.0,0,8,1,63,8,1,23.11,8,1,8.8,8,1,3.4,8,1
2017/6/11,21.7,8,1,0.0,0,8,1,55,8,1,17.96,8,1,10.0,8,1,3.0,8,1
2017/6/12,20.5,8,1,0.0,0,8,1,59,8,1,20.54,8,1,9.3,8,1,3.1,8,1
2017/6/13,16.9,8,1,9.5,0,8,1,92,8,1,4.39,8,1,10.0,8,1,2.5,8,1
2017/6/14,19.3,8,1,3.5,0,8,1,81,8,1,16.39,8,1,9.3,8,1,2.7,8,1
2017/6/15,21.3,8,1,0,1,8,1,74,8,1,21.73,8,1,7.0,8,1,3.0,8,1
2017/6/16,22.4,8,1,0.0,0,8,1,70,8,1,24.89,8,1,5.8,8,1,2.9,8,1
2017/6/17,22.3,8,1,0,1,8,1,60,8,1,27.19,8,1,5.5,8,1,2.9,8,1
2017/6/18,19.5,8,1,11.5,0,8,1,85,8,1,5.48,8,1,10.0,8,1,2.7,8,1
2017/6/19,22.6,8,1,1.0,0,8,1,63,8,1,28.08,8,1,5.8,8,1,3.5,8,1
2017/6/20,22.7,8,1,0,1,8,1,75,8,1,25.96,8,1,9.8,8,1,3.3,8,1
2017/6/21,22.4,8,1,45.5,0,8,1,90,8,1,3.11,8,1,9.5,8,1,5.0,8,1
2017/6/22,24.0,8,1,0,1,8,1,63,8,1,19.71,8,1,10.0,8,1,3.1,8,1
2017/6/23,24.6,8,1,0,1,8,1,69,8,1,27.26,8,1,3.0,8,1,3.2,8,1
2017/6/24,24.6,8,1,0.0,0,8,1,75,8,1,23.39,8,1,9.3,8,1,3.2,8,1
2017/6/25,22.3,8,1,10.0,0,8,1,95,8,1,3.84,8,1,10.0,8,1,1.9,8,1
2017/6/26,23.1,8,1,0.5,0,8,1,82,8,1,13.55,8,1,10.0,8,1,2.7,8,1
2017/6/27,23.2,8,1,1.0,0,8,1,87,8,1,7.62,8,1,10.0,8,1,2.4,8,1
2017/6/28,22.4,8,1,3.0,0,8,1,94,8,1,5.72,8,1,8.5,8,1,1.6,8,1
2017/6/29,24.6,8,1,0,1,8,1,80,8,1,17.35,8,1,10.0,8,1,2.6,8,1
2017/6/30,23.8,8,1,2.0,0,8,1,89,8,1,7.70,8,1,10.0,8,1,2.9,8,1
2017/7/1,23.4,8,1,2.0,0,8,1,90,8,1,5.18,8,1,10.0,8,1,2.1,8,1
2017/7/2,25.7,8,1,1.0,0,8,1,84,8,1,16.48,8,1,9.8,8,1,1.9,8,1
2017/7/3,28.3,8,1,0.0,0,8,1,75,8,1,20.50,8,1,10.0,8,1,2.5,8,1
2017/7/4,26.8,8,1,15.0,0,8,1,83,8,1,8.41,8,1,10.0,8,1,2.0,8,1
2017/7/5,26.3,8,1,0.5,0,8,1,82,8,1,18.95,8,1,9.0,8,1,3.1,8,1
2017/7/6,26.2,8,1,0.0,0,8,1,74,8,1,20.45,8,1,7.8,8,1,3.1,8,1
2017/7/7,27.0,8,1,0.0,0,8,1,74,8,1,24.24,8,1,5.0,8,1,2.6,8,1
2017/7/8,27.9,8,1,0,1,8,1,69,8,1,25.45,8,1,1.0,8,1,2.6,8,1
2017/7/9,27.3,8,1,0,1,8,1,78,8,1,26.66,8,1,2.5,8,1,2.9,8,1
2017/7/10,27.4,8,1,0,1,8,1,79,8,1,28.01,8,1,1.5,8,1,3.7,8,1
2017/7/11,27.7,8,1,0,1,8,1,78,8,1,20.01,4,1,6.0,8,1,4.8,4,1
2017/7/12,28.9,8,1,0,1,8,1,77,8,1,23.95,8,1,6.5,8,1,4.1,8,1
2017/7/13,28.5,8,1,0.0,0,8,1,78,8,1,19.25,8,1,6.8,8,1,5.0,8,1
2017/7/14,28.2,8,1,0,1,8,1,74,8,1,27.63,8,1,1.5,8,1,4.4,8,1
2017/7/15,28.1,8,1,0,1,8,1,74,8,1,27.01,8,1,5.8,8,1,2.8,8,1
2017/7/16,28.9,8,1,0,1,8,1,76,8,1,19.33,8,1,10.0,8,1,2.2,8,1
2017/7/17,29.7,8,1,0.0,0,8,1,66,8,1,17.82,4,1,10.0,8,1,3.0,4,1
2017/7/18,26.3,8,1,10.5,0,8,1,84,8,1,16.31,8,1,10.0,8,1,2.3,8,1
2017/7/19,26.5,8,1,0.0,0,8,1,79,8,1,19.54,8,1,8.8,8,1,3.4,8,1
2017/7/20,28.2,8,1,0,1,8,1,76,8,1,19.66,8,1,4.8,8,1,3.8,8,1
2017/7/21,29.1,8,1,0,1,8,1,73,8,1,27.79,8,1,4.8,8,1,4.5,8,1
2017/7/22,28.7,8,1,0,1,8,1,75,8,1,22.56,8,1,6.8,8,1,4.1,8,1
2017/7/23,27.3,8,1,0.0,0,8,1,79,8,1,7.09,8,1,10.0,8,1,4.5,8,1
2017/7/24,29.1,8,1,0.0,0,8,1,73,8,1,15.90,8,1,10.0,8,1,4.7,8,1
2017/7/25,29.4,8,1,0.0,0,8,1,76,8,1,10.96,8,1,9.0,8,1,3.5,8,1
2017/7/26,24.6,8,1,35.0,0,8,1,91,8,1,3.70,8,1,10.0,8,1,2.7,8,1
2017/7/27,24.2,8,1,0.5,0,8,1,81,8,1,8.20,8,1,10.0,8,1,2.4,8,1
2017/7/28,26.8,8,1,0.0,0,8,1,83,8,1,16.20,8,1,9.3,8,1,2.2,8,1
2017/7/29,26.8,8,1,16.0,0,8,1,85,8,1,16.11,8,1,9.8,8,1,2.4,8,1
2017/7/30,25.6,8,1,0.5,0,8,1,86,8,1,6.93,8,1,10.0,8,1,2.3,8,1
2017/7/31,28.0,8,1,0,1,8,1,78,8,1,19.94,8,1,7.0,8,1,2.4,8,1
2017/8/1,26.3,8,1,6.5,0,8,1,87,8,1,6.07,8,1,10.0,8,1,2.8,8,1
2017/8/2,22.9,8,1,0.5,0,8,1,82,8,1,7.29,8,1,10.0,8,1,3.0,8,1
2017/8/3,24.3,8,1,0.0,0,8,1,76,8,1,12.08,8,1,9.0,8,1,2.3,8,1
2017/8/4,25.6,8,1,0.0,0,8,1,86,8,1,11.66,8,1,10.0,8,1,2.2,8,1
2017/8/5,27.8,8,1,0.5,0,8,1,85,8,1,14.07,8,1,10.0,8,1,1.8,8,1
2017/8/6,29.0,8,1,0.0,0,8,1,82,8,1,18.59,8,1,8.0,8,1,2.7,8,1
2017/8/7,28.7,8,1,9.0,0,8,1,83,8,1,17.46,8,1,7.5,8,1,4.3,8,1
2017/8/8,29.3,8,1,0.0,0,8,1,80,8,1,14.90,8,1,9.8,8,1,4.2,8,1
2017/8/9,30.0,8,1,0.0,0,8,1,75,8,1,21.73,8,1,7.8,8,1,2.6,8,1
2017/8/10,25.7,8,1,2.5,0,8,1,85,8,1,4.00,8,1,10.0,8,1,2.6,8,1
2017/8/11,22.9,8,1,10.5,0,8,1,93,8,1,4.81,8,1,10.0,8,1,2.4,8,1
2017/8/12,24.1,8,1,9.5,0,8,1,89,8,1,11.45,8,1,8.0,8,1,1.8,8,1
2017/8/13,26.9,8,1,0.0,0,8,1,80,8,1,16.40,8,1,9.5,8,1,2.2,8,1
2017/8/14,24.4,8,1,9.5,0,8,1,94,8,1,2.76,8,1,10.0,8,1,2.2,8,1
2017/8/15,23.7,8,1,43.5,0,8,1,98,8,1,3.15,8,1,10.0,8,1,2.4,8,1
2017/8/16,21.9,8,1,18.5,0,8,1,99,8,1,3.23,8,1,10.0,8,1,2.5,8,1
2017/8/17,24.2,8,1,3.5,0,8,1,89,8,1,9.75,8,1,10.0,8,1,2.2,8,1
2017/8/18,26.5,8,1,0.0,0,8,1,87,8,1,11.06,8,1,10.0,8,1,1.9,8,1
2017/8/19,26.0,8,1,17.0,0,8,1,90,8,1,11.51,8,1,9.5,8,1,2.3,8,1
2017/8/20,25.3,8,1,0.0,0,8,1,86,8,1,9.68,8,1,10.0,8,1,1.9,8,1
2017/8/21,27.0,8,1,0.5,0,8,1,82,8,1,13.55,8,1,9.8,8,1,2.4,8,1
2017/8/22,27.8,8,1,0,1,8,1,84,8,1,14.41,8,1,9.5,8,1,2.8,8,1
2017/8/23,29.4,8,1,0,1,8,1,72,8,1,16.82,8,1,7.3,8,1,2.0,8,1
2017/8/24,29.9,8,1,0.0,0,8,1,69,8,1,18.88,8,1,7.5,8,1,2.5,8,1
2017/8/25,30.4,8,1,0.0,0,8,1,73,8,1,14.75,8,1,10.0,8,1,2.1,8,1
2017/8/26,28.9,8,1,0.0,0,8,1,75,8,1,12.74,8,1,10.0,8,1,2.4,8,1
2017/8/27,26.6,8,1,0,1,8,1,64,8,1,16.77,8,1,7.0,8,1,3.0,8,1
2017/8/28,26.4,8,1,0,1,8,1,74,8,1,17.65,8,1,8.5,8,1,2.7,8,1
2017/8/29,28.7,8,1,0.0,0,8,1,77,8,1,15.27,8,1,9.0,8,1,4.1,8,1
2017/8/30,27.7,8,1,2.0,0,8,1,83,8,1,13.24,8,1,8.8,8,1,3.3,8,1
2017/8/31,21.6,8,1,8.0,0,8,1,88,8,1,5.26,8,1,9.8,8,1,3.6,8,1
2017/9/1,21.8,8,1,9.5,0,8,1,71,8,1,15.13,8,1,10.0,8,1,3.6,8,1
2017/9/2,20.0,8,1,14.5,0,8,1,82,8,1,13.66,8,1,8.3,8,1,3.3,8,1
2017/9/3,22.2,8,1,0,1,8,1,76,8,1,19.61,8,1,3.0,8,1,2.8,8,1
2017/9/4,20.6,8,1,8.0,0,8,1,90,8,1,4.06,8,1,10.0,8,1,2.1,8,1
2017/9/5,23.0,8,1,0.5,0,8,1,84,8,1,13.26,8,1,10.0,8,1,2.2,8,1
2017/9/6,21.6,8,1,9.5,0,8,1,99,8,1,2.59,8,1,10.0,8,1,1.7,8,1
2017/9/7,22.1,8,1,3.0,0,8,1,99,8,1,3.53,8,1,10.0,8,1,1.6,8,1
