ダウンロードした時刻：2025/08/14 04:19:38

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2015/5/8,20.7,8,1,0,1,8,1,61,8,1,24.91,8,1,4.8,8,1,2.6,8,1
2015/5/9,18.7,8,1,0.0,0,8,1,75,8,1,6.25,8,1,10.0,8,1,2.0,8,1
2015/5/10,19.7,8,1,0,1,8,1,43,8,1,25.56,8,1,5.8,8,1,3.5,8,1
2015/5/11,17.2,8,1,0,1,8,1,35,8,1,27.82,8,1,6.5,8,1,3.8,8,1
2015/5/12,19.6,8,1,58.5,0,8,1,73,8,1,10.36,8,1,10.0,8,1,6.0,8,1
2015/5/13,22.5,8,1,0.0,0,8,1,54,8,1,27.03,8,1,2.3,8,1,3.7,8,1
2015/5/14,23.1,8,1,0,1,8,1,46,8,1,25.63,8,1,6.3,8,1,3.2,8,1
2015/5/15,22.7,8,1,0,1,8,1,59,8,1,22.97,8,1,6.0,8,1,3.4,8,1
2015/5/16,20.9,8,1,3.5,0,8,1,84,8,1,5.84,8,1,10.0,8,1,2.6,8,1
2015/5/17,22.2,8,1,0,1,8,1,63,8,1,25.82,8,1,10.0,8,1,3.1,8,1
2015/5/18,21.5,8,1,3.5,0,8,1,73,8,1,18.99,8,1,10.0,8,1,3.6,8,1
2015/5/19,20.2,8,1,4.5,0,8,1,90,8,1,5.99,8,1,10.0,8,1,1.9,8,1
2015/5/20,22.2,8,1,0.5,0,8,1,70,8,1,21.74,5,1,9.0,8,1,2.8,5,1
2015/5/21,19.5,8,1,8.5,0,8,1,55,8,1,26.04,8,1,3.5,8,1,4.0,8,1
2015/5/22,20.5,8,1,0,1,8,1,59,8,1,23.81,8,1,6.3,8,1,4.1,8,1
2015/5/23,21.6,8,1,0,1,8,1,57,8,1,23.40,8,1,9.5,8,1,3.0,8,1
2015/5/24,21.0,8,1,0,1,8,1,61,8,1,20.20,8,1,10.0,8,1,2.7,8,1
2015/5/25,21.3,8,1,0,1,8,1,68,8,1,19.66,8,1,9.3,8,1,2.4,8,1
2015/5/26,23.3,8,1,0,1,8,1,53,8,1,27.58,8,1,1.0,8,1,2.6,8,1
2015/5/27,23.9,8,1,0,1,8,1,55,8,1,26.77,8,1,2.5,8,1,3.2,8,1
2015/5/28,22.1,8,1,0,1,8,1,68,8,1,19.48,8,1,10.0,8,1,3.1,8,1
2015/5/29,20.7,8,1,9.0,0,8,1,83,8,1,5.01,8,1,10.0,8,1,3.0,8,1
2015/5/30,23.4,8,1,0,1,8,1,68,8,1,26.11,8,1,7.8,8,1,3.3,8,1
2015/5/31,25.7,8,1,0.0,0,8,1,59,8,1,26.80,8,1,6.5,8,1,2.6,8,1
2015/6/1,23.6,8,1,0,1,8,1,51,8,1,26.50,8,1,8.0,8,1,3.5,8,1
2015/6/2,23.5,8,1,0,1,8,1,65,8,1,21.77,8,1,7.8,8,1,4.1,8,1
2015/6/3,21.7,8,1,16.0,0,8,1,89,8,1,4.93,8,1,10.0,8,1,2.4,8,1
2015/6/4,23.1,8,1,0,1,8,1,35,8,1,26.76,8,1,4.3,8,1,4.7,8,1
2015/6/5,18.8,8,1,27.0,0,8,1,65,8,1,9.81,8,1,10.0,8,1,2.4,8,1
2015/6/6,18.0,8,1,23.5,0,8,1,80,8,1,15.54,8,1,10.0,8,1,2.7,8,1
2015/6/7,20.8,8,1,0,1,8,1,65,8,1,24.11,8,1,7.5,8,1,3.2,8,1
2015/6/8,21.0,8,1,0.5,0,8,1,69,8,1,17.40,8,1,9.3,8,1,3.8,8,1
2015/6/9,19.5,8,1,33.0,0,8,1,92,8,1,6.14,8,1,10.0,8,1,2.5,8,1
2015/6/10,22.6,8,1,0,1,8,1,69,8,1,22.65,8,1,9.5,8,1,2.8,8,1
2015/6/11,23.0,8,1,0.0,0,8,1,71,8,1,18.95,8,1,10.0,8,1,2.6,8,1
2015/6/12,21.4,8,1,4.5,0,8,1,89,8,1,7.44,8,1,10.0,8,1,1.8,8,1
2015/6/13,24.0,8,1,0.0,0,8,1,79,8,1,17.53,8,1,9.8,8,1,2.7,8,1
2015/6/14,22.5,8,1,1.5,0,8,1,83,8,1,11.82,8,1,10.0,8,1,2.4,8,1
2015/6/15,24.6,8,1,0,1,8,1,69,8,1,25.01,8,1,9.8,8,1,2.5,8,1
2015/6/16,23.3,8,1,31.0,0,8,1,76,8,1,11.71,8,1,9.8,8,1,2.2,8,1
2015/6/17,21.6,8,1,11.0,0,8,1,88,8,1,8.84,8,1,9.5,8,1,2.2,8,1
2015/6/18,21.9,8,1,0.0,0,8,1,76,8,1,10.13,8,1,10.0,8,1,3.0,8,1
2015/6/19,19.1,8,1,10.5,0,8,1,92,8,1,5.96,8,1,10.0,8,1,2.7,8,1
2015/6/20,21.7,8,1,0.0,0,8,1,69,8,1,24.73,8,1,10.0,8,1,2.9,8,1
2015/6/21,20.6,8,1,0.5,0,8,1,86,8,1,5.88,8,1,8.0,8,1,1.8,8,1
2015/6/22,22.6,8,1,0.0,0,8,1,76,8,1,15.01,8,1,9.8,8,1,2.3,8,1
2015/6/23,23.4,8,1,20.0,0,8,1,77,8,1,20.51,8,1,9.0,8,1,2.7,8,1
2015/6/24,23.8,8,1,0.0,0,8,1,72,8,1,27.37,8,1,2.8,8,1,2.4,8,1
2015/6/25,24.3,8,1,0,1,8,1,72,8,1,20.71,8,1,6.3,8,1,2.9,8,1
2015/6/26,22.4,8,1,13.0,0,8,1,86,8,1,7.25,8,1,9.5,8,1,2.4,8,1
2015/6/27,22.6,8,1,3.0,0,8,1,97,8,1,5.59,8,1,10.0,8,1,1.5,8,1
2015/6/28,23.2,8,1,0,1,8,1,70,8,1,22.62,8,1,8.5,8,1,2.7,8,1
2015/6/29,21.6,8,1,0,1,8,1,68,8,1,21.79,8,1,8.8,8,1,3.2,5,1
2015/6/30,22.5,8,1,0.5,0,8,1,75,8,1,14.92,8,1,10.0,8,1,3.2,8,1
2015/7/1,20.5,8,1,13.5,0,8,1,98,8,1,2.59,8,1,10.0,8,1,2.1,8,1
2015/7/2,22.5,8,1,2.5,0,8,1,91,8,1,6.65,8,1,9.8,8,1,1.9,8,1
2015/7/3,21.9,8,1,67.5,0,8,1,99,8,1,3.55,8,1,10.0,8,1,2.0,8,1
2015/7/4,22.5,8,1,4.0,0,8,1,96,8,1,6.42,8,1,10.0,8,1,1.8,8,1
2015/7/5,20.1,8,1,20.0,0,8,1,96,8,1,4.39,8,1,10.0,8,1,1.8,8,1
2015/7/6,19.8,8,1,14.5,0,8,1,97,8,1,3.72,8,1,10.0,8,1,1.7,8,1
2015/7/7,21.3,8,1,0.0,0,8,1,91,8,1,7.29,8,1,10.0,8,1,1.5,8,1
2015/7/8,22.4,8,1,11.0,0,8,1,93,8,1,8.74,8,1,10.0,8,1,1.7,8,1
2015/7/9,19.4,8,1,11.0,0,8,1,97,8,1,3.50,8,1,10.0,8,1,2.0,8,1
2015/7/10,23.2,8,1,0.5,0,8,1,80,8,1,24.39,8,1,5.8,8,1,2.1,8,1
2015/7/11,25.9,8,1,0,1,8,1,76,8,1,26.73,8,1,2.0,8,1,2.8,8,1
2015/7/12,27.2,8,1,0,1,8,1,74,8,1,26.35,8,1,5.8,8,1,2.7,8,1
2015/7/13,29.4,8,1,0,1,8,1,67,8,1,26.10,8,1,9.5,8,1,5.0,8,1
2015/7/14,29.9,8,1,0,1,8,1,61,8,1,28.46,8,1,1.8,8,1,6.8,8,1
2015/7/15,28.4,8,1,0.0,0,8,1,65,8,1,28.18,8,1,5.5,8,1,4.7,8,1
2015/7/16,26.4,8,1,63.5,0,8,1,90,8,1,7.68,8,1,10.0,8,1,4.8,8,1
2015/7/17,26.7,8,1,14.5,0,8,1,83,8,1,12.51,8,1,10.0,8,1,5.3,8,1
2015/7/18,27.2,8,1,0.5,0,8,1,77,8,1,11.49,8,1,9.3,8,1,5.5,8,1
2015/7/19,29.4,8,1,0.0,0,8,1,69,8,1,23.40,8,1,6.5,8,1,3.3,8,1
2015/7/20,28.8,8,1,0.0,0,8,1,75,8,1,19.98,8,1,8.0,8,1,2.4,8,1
2015/7/21,29.4,8,1,0,1,8,1,65,8,1,26.92,8,1,1.5,8,1,3.8,8,1
2015/7/22,28.9,8,1,0,1,8,1,61,8,1,27.97,8,1,1.8,8,1,6.4,8,1
2015/7/23,27.0,8,1,4.5,0,8,1,80,8,1,13.20,8,1,9.5,8,1,4.5,8,1
2015/7/24,28.1,8,1,7.0,0,8,1,83,8,1,16.59,8,1,9.0,8,1,2.0,8,1
2015/7/25,28.6,8,1,0,1,8,1,80,8,1,20.42,8,1,7.0,8,1,2.2,8,1
2015/7/26,30.3,8,1,0,1,8,1,72,8,1,24.22,8,1,5.0,8,1,2.4,8,1
2015/7/27,30.4,8,1,0,1,8,1,69,8,1,24.96,8,1,2.5,8,1,2.7,8,1
2015/7/28,29.6,8,1,0.0,0,8,1,72,8,1,17.66,8,1,9.0,8,1,2.4,8,1
2015/7/29,29.4,8,1,0,1,8,1,70,8,1,13.57,8,1,10.0,8,1,2.6,8,1
2015/7/30,29.1,8,1,0.0,0,8,1,75,8,1,12.30,8,1,10.0,8,1,2.2,8,1
2015/7/31,30.0,8,1,0,1,8,1,72,8,1,21.00,8,1,3.0,8,1,2.7,8,1
2015/8/1,30.5,8,1,0,1,8,1,76,8,1,22.08,8,1,3.0,8,1,2.6,8,1
2015/8/2,30.2,8,1,0.0,0,8,1,71,8,1,23.75,8,1,3.5,8,1,2.6,8,1
2015/8/3,29.8,8,1,0,1,8,1,69,8,1,24.91,8,1,2.0,8,1,3.1,8,1
2015/8/4,30.0,8,1,0,1,8,1,69,8,1,24.76,8,1,2.3,8,1,3.4,8,1
2015/8/5,30.2,8,1,0,1,8,1,69,8,1,26.14,8,1,0.3,8,1,4.1,8,1
2015/8/6,30.9,8,1,0,1,8,1,68,8,1,25.51,8,1,2.0,8,1,3.0,8,1
2015/8/7,31.5,8,1,0,1,8,1,61,8,1,21.12,8,1,6.0,8,1,2.6,8,1
2015/8/8,27.6,8,1,0,1,8,1,71,8,1,16.32,8,1,9.3,8,1,3.2,8,1
2015/8/9,27.9,8,1,0,1,8,1,68,8,1,16.05,8,1,7.8,8,1,2.5,8,1
2015/8/10,27.9,8,1,1.0,0,8,1,79,8,1,13.03,8,1,8.5,8,1,2.6,8,1
2015/8/11,29.4,8,1,0,1,8,1,70,8,1,20.14,8,1,7.5,8,1,2.6,8,1
2015/8/12,28.9,8,1,0.0,0,8,1,73,8,1,13.55,8,1,10.0,8,1,2.3,8,1
2015/8/13,27.5,8,1,1.0,0,8,1,82,8,1,10.76,8,1,9.0,8,1,3.0,8,1
2015/8/14,26.9,8,1,2.0,0,8,1,84,8,1,12.28,8,1,9.8,8,1,2.3,8,1
2015/8/15,27.7,8,1,0.0,0,8,1,76,8,1,21.39,8,1,5.3,8,1,2.5,8,1
2015/8/16,27.8,8,1,8.0,0,8,1,77,8,1,16.16,8,1,8.3,8,1,2.7,8,1
2015/8/17,25.7,8,1,33.5,0,8,1,96,8,1,3.96,8,1,9.3,8,1,4.0,8,1
2015/8/18,28.2,8,1,0.0,0,8,1,76,8,1,13.25,8,1,9.5,8,1,3.8,8,1
2015/8/19,27.8,8,1,0.0,0,8,1,70,8,1,17.90,8,1,10.0,8,1,3.0,8,1
2015/8/20,25.6,8,1,8.0,0,8,1,92,8,1,4.34,8,1,10.0,8,1,1.9,8,1
2015/8/21,26.0,8,1,2.5,0,8,1,88,8,1,7.01,8,1,10.0,8,1,1.9,8,1
2015/8/22,28.3,8,1,0,1,8,1,80,8,1,19.54,8,1,7.3,8,1,3.3,8,1
2015/8/23,26.7,8,1,0.0,0,8,1,75,8,1,15.50,8,1,7.8,8,1,3.3,8,1
2015/8/24,24.3,8,1,0,1,8,1,67,8,1,11.61,8,1,9.8,8,1,3.3,8,1
2015/8/25,21.5,8,1,0.5,0,8,1,68,8,1,5.39,8,1,10.0,8,1,3.3,8,1
2015/8/26,19.5,8,1,35.5,0,8,1,99,8,1,3.83,8,1,10.0,8,1,3.3,8,1
2015/8/27,23.6,8,1,0.0,0,8,1,81,8,1,11.94,8,1,10.0,8,1,2.4,8,1
2015/8/28,21.7,8,1,3.0,0,8,1,84,8,1,3.67,8,1,10.0,8,1,2.7,8,1
2015/8/29,20.0,8,1,2.5,0,8,1,98,8,1,3.13,8,1,10.0,8,1,2.4,8,1
2015/8/30,21.2,8,1,3.5,0,8,1,96,8,1,2.54,8,1,10.0,8,1,1.8,8,1
2015/8/31,22.1,8,1,2.5,0,8,1,94,8,1,3.50,8,1,10.0,8,1,1.7,8,1
2015/9/1,23.7,8,1,12.0,0,8,1,96,8,1,6.82,8,1,10.0,8,1,2.0,8,1
2015/9/2,26.9,8,1,5.5,0,8,1,82,8,1,11.27,5,1,7.8,8,1,5.0,8,1
2015/9/3,25.7,8,1,1.5,0,8,1,78,8,1,12.07,8,1,9.8,8,1,2.6,8,1
2015/9/4,24.7,8,1,14.0,0,8,1,88,8,1,16.32,8,1,7.3,8,1,2.5,8,1
2015/9/5,25.4,8,1,0,1,8,1,70,8,1,13.08,8,1,10.0,8,1,2.5,8,1
2015/9/6,23.8,8,1,46.5,0,8,1,88,8,1,6.84,8,1,10.0,8,1,1.9,8,1
2015/9/7,23.0,8,1,19.0,0,8,1,98,8,1,4.39,8,1,10.0,8,1,2.3,8,1
