Date,気温(℃),降水量(mm),日射量(MJ/㎡),風速(m/s),湿度(％),雲量(10分比)
1995-01-02,5.3,0.0,43.0,11.100000000000001,0.0,4.15
1995-01-09,7.571428571428571,3.642857142857143,53.57142857142857,8.128571428571428,3.8714285714285714,3.0714285714285716
1995-01-16,5.757142857142857,0.0,36.857142857142854,10.757142857142856,2.3857142857142857,3.6142857142857143
1995-01-23,6.1000000000000005,1.2857142857142858,48.285714285714285,8.9,3.414285714285714,3.2857142857142856
1995-01-30,6.3428571428571425,0.21428571428571427,43.285714285714285,10.742857142857144,3.7714285714285714,3.757142857142857
1995-02-06,4.771428571428571,0.5,46.857142857142854,10.528571428571428,4.342857142857143,3.5
1995-02-13,6.942857142857143,1.5714285714285714,49.142857142857146,11.542857142857143,4.700000000000001,3.185714285714286
1995-02-20,6.871428571428572,0.21428571428571427,47.0,11.042857142857143,5.942857142857143,4.014285714285714
1995-02-27,6.742857142857143,1.5714285714285714,50.285714285714285,12.914285714285715,4.585714285714286,3.7285714285714286
1995-03-06,6.271428571428571,8.071428571428571,56.0,12.328571428571431,6.2,4.014285714285714
1995-03-13,8.585714285714285,5.285714285714286,56.142857142857146,14.62857142857143,4.885714285714286,3.7714285714285714
1995-03-20,9.700000000000001,3.5,66.0,9.4,7.514285714285714,3.4714285714285715
1995-03-27,9.828571428571427,3.4285714285714284,68.85714285714286,9.542857142857143,8.185714285714285,3.257142857142857
1995-04-03,10.757142857142856,5.428571428571429,54.857142857142854,12.671428571428573,6.985714285714286,4.014285714285714
1995-04-10,13.77142857142857,3.2142857142857144,57.0,15.985714285714286,5.700000000000001,3.3857142857142857
1995-04-17,13.6,3.2857142857142856,58.857142857142854,13.571428571428571,7.142857142857143,3.3285714285714287
1995-04-24,17.114285714285714,2.642857142857143,55.42857142857143,15.657142857142857,7.114285714285714,4.671428571428572
1995-05-01,17.614285714285714,5.357142857142857,66.85714285714286,11.142857142857142,9.4,2.942857142857143
1995-05-08,17.685714285714287,3.5,70.71428571428571,13.214285714285714,9.228571428571428,2.9
1995-05-15,18.842857142857145,21.571428571428573,75.14285714285714,11.385714285714286,7.914285714285714,3.057142857142857
1995-05-22,19.428571428571427,2.0714285714285716,65.14285714285714,16.385714285714283,6.585714285714286,3.614285714285714
1995-05-29,20.414285714285715,1.7857142857142858,57.0,20.185714285714287,6.885714285714286,3.914285714285714
1995-06-05,20.814285714285713,5.714285714285714,70.42857142857143,13.728571428571428,8.942857142857143,2.8714285714285714
1995-06-12,18.52857142857143,6.571428571428571,72.28571428571429,11.928571428571429,9.457142857142857,3.6
1995-06-19,20.585714285714285,8.928571428571429,79.42857142857143,10.785714285714286,9.014285714285714,3.0285714285714285
1995-06-26,20.214285714285715,5.142857142857143,82.14285714285714,7.957142857142857,9.785714285714286,2.957142857142857
1995-07-03,23.985714285714288,4.5,78.14285714285714,8.2,9.728571428571428,3.1285714285714286
1995-07-10,23.47142857142857,17.285714285714285,83.57142857142857,7.428571428571429,9.5,2.042857142857143
1995-07-17,26.714285714285715,1.0714285714285714,73.14285714285714,13.528571428571428,8.914285714285715,2.4714285714285715
1995-07-24,26.142857142857142,1.7142857142857142,74.42857142857143,12.37142857142857,8.4,2.457142857142857
1995-07-31,30.099999999999998,0.0,66.14285714285714,19.714285714285715,3.557142857142857,2.7142857142857144
1995-08-07,29.67142857142857,1.1428571428571428,68.85714285714286,18.17142857142857,8.142857142857142,2.442857142857143
1995-08-14,29.2,2.0714285714285716,68.85714285714286,18.17142857142857,5.742857142857143,2.5714285714285716
1995-08-21,29.62857142857143,0.21428571428571427,69.57142857142857,20.25714285714286,4.0285714285714285,2.728571428571428
1995-08-28,30.02857142857143,0.8571428571428571,66.57142857142857,17.47142857142857,5.614285714285714,2.914285714285714
1995-09-04,27.52857142857143,0.14285714285714285,63.142857142857146,14.828571428571427,7.457142857142857,3.685714285714286
1995-09-11,26.157142857142855,0.0,60.57142857142857,12.985714285714286,7.457142857142857,2.7857142857142856
1995-09-18,21.614285714285717,23.071428571428573,70.14285714285714,10.342857142857143,7.6571428571428575,3.814285714285714
1995-09-25,21.442857142857143,0.42857142857142855,66.0,14.857142857142858,7.471428571428571,3.3714285714285714
1995-10-02,23.014285714285712,7.0,71.14285714285714,9.057142857142857,9.057142857142857,2.6999999999999997
1995-10-09,20.228571428571428,3.0,67.42857142857143,7.385714285714286,8.757142857142856,3.1142857142857143
1995-10-16,19.47142857142857,0.0,68.0,11.042857142857143,6.514285714285714,3.2142857142857144
1995-10-23,19.75714285714286,0.0,58.714285714285715,12.842857142857143,4.871428571428572,3.542857142857143
1995-10-30,17.657142857142855,1.2857142857142858,55.0,11.328571428571427,5.757142857142857,3.1714285714285713
1995-11-06,16.228571428571428,0.0,47.142857142857146,12.485714285714286,2.7714285714285714,3.1142857142857143
1995-11-13,13.842857142857143,3.4285714285714284,47.714285714285715,11.514285714285714,3.757142857142857,3.4
1995-11-20,12.485714285714286,2.5,51.42857142857143,8.385714285714286,5.014285714285714,3.4857142857142853
1995-11-27,10.4,0.07142857142857142,54.285714285714285,7.528571428571429,6.028571428571429,3.1571428571428575
1995-12-04,10.271428571428572,0.0,38.714285714285715,10.942857142857141,2.3714285714285714,3.942857142857143
1995-12-11,8.128571428571428,0.0,42.42857142857143,9.828571428571427,1.842857142857143,3.1142857142857143
1995-12-18,8.628571428571428,0.0,40.142857142857146,9.728571428571428,2.914285714285714,3.7571428571428567
1995-12-25,7.428571428571429,0.0,43.714285714285715,8.585714285714285,3.314285714285714,3.3714285714285714
1996-01-01,4.7,0.0,42.0,9.266666666666666,1.8166666666666667,3.3666666666666667
